0.	4.3278192202352805e-15	0.	0.	0.
-0.05	2.706125491318307e-14	8.476901090272606e-8	3.167368730744433e-7	9.362285044557781e-7
-0.1	1.6861864663048522e-13	1.011992300463255e-7	3.800768377933568e-7	1.1476263480727988e-6
-0.15000000000000002	1.0445109045372992e-12	1.068809201240754e-7	4.0031350637376216e-7	1.2051744640432603e-6
-0.2	6.4064276426901e-12	1.1083446731286517e-7	4.1345527295948197e-7	1.236507500549848e-6
-0.25	3.864491004810018e-11	1.1444585668639529e-7	4.251269468121147e-7	1.2625460345394767e-6
-0.30000000000000004	2.268169375796566e-10	1.1793833546042259e-7	4.3624645514269595e-7	1.2867070737370013e-6
-0.35000000000000003	1.2747265710017782e-9	1.2135678876756973e-7	4.470048347250096e-7	1.3096844189112033e-6
-0.4	6.714103100472137e-9	1.2471691316437036e-7	4.574718617151865e-7	1.3317185875823496e-6
-0.45	3.2303223740409204e-8	1.2802825635582559e-7	4.676904101029025e-7	1.3529510728420697e-6
-0.5	1.3773620140882598e-7	1.3129811751241898e-7	4.776929388090656e-7	1.3734863578849337e-6
-0.55	4.971498388000826e-7	1.3453244594131606e-7	4.87505571982855e-7	1.3934071830975085e-6
-0.6000000000000001	1.412780910256157e-6	1.3773620140882598e-7	4.971498388000826e-7	1.412780910256157e-6
