0.	5.971466165240469e-17	0.	0.	0.
-0.05	3.929547725112091e-16	3.9938820269285824e-9	1.957910316116716e-8	8.423063407340418e-8
-0.1	2.5823547840426492e-15	4.664206373901066e-9	2.286005808701611e-8	9.843679594041054e-8
-0.15000000000000002	1.693205997248957e-14	4.83806169676976e-9	2.3690644968799872e-8	1.0187900544019785e-7
-0.2	1.1059709166206664e-13	4.935113450220145e-9	2.4139587934827095e-8	1.036323747208735e-7
-0.25	7.176918649082291e-13	5.017932715849676e-9	2.4516242806483293e-8	1.0506174820578052e-7
-0.30000000000000004	4.6054298427127505e-12	5.09619947201434e-9	2.4868945238325476e-8	1.0638247770108711e-7
-0.35000000000000003	2.8996874789379817e-11	5.171691950823973e-9	2.520688002872283e-8	1.0763663929454756e-7
-0.4	1.7690288999289202e-10	5.24495048976786e-9	2.5532995881373922e-8	1.0883821756574512e-7
-0.45	1.0262775216861556e-9	5.316278906146034e-9	2.5848987373271327e-8	1.099952783113237e-7
-0.5	5.520767318508912e-9	5.3859055234224056e-9	2.6156118725904662e-8	1.1111374989653002e-7
-0.55	2.674769193251262e-8	5.4540164429908775e-9	2.6455406912799737e-8	1.1219832248782503e-7
-0.6000000000000001	1.1325281326669921e-7	5.520767318508912e-9	2.674769193251262e-8	1.1325281326669921e-7
