0.	-0.6082627973401662
-0.01	-0.5987155243235496
-0.02	-0.5891693709977931
-0.03	-0.5796244363536107
-0.04	-0.57008083038903
-0.05	-0.5605386754035024
-0.06	-0.5509981074445294
-0.07	-0.541459277924231
-0.08	-0.5319223554251117
-0.09	-0.5223875277162392
-0.1	-0.5128550040031655
-0.11	-0.5033250174371553
-0.12	-0.4937978279116524
-0.13	-0.4842737251763738
-0.14	-0.4747530323019364
-0.15	-0.4652361095304594
-0.16	-0.45572335855006035
-0.17	-0.44621522723348706
-0.18	-0.43671221488318934
-0.19	-0.42721487802675917
-0.2	-0.4177238368076684
-0.21	-0.40823978201633915
-0.22	-0.39876348280549423
-0.23	-0.3892957951310411
-0.24	-0.3798376709549822
-0.25	-0.37039016823944304
-0.26	-0.360954461750186
-0.27	-0.35153185467316916
-0.28	-0.342123791027908
-0.29	-0.33273186883563377
-0.3	-0.32335785396745764
-0.31	-0.3140036945568503
-0.32	-0.3046715358106926
-0.33	-0.2953637349930218
-0.34	-0.28608287628476436
-0.35000000000000003	-0.2768317851410069
-0.36	-0.2676135416752445
-0.37	-0.258431492498997
-0.38	-0.2492892603379858
-0.39	-0.24019075063703232
-0.4	-0.23114015426130585
-0.41000000000000003	-0.2221419453099128
-0.42	-0.21320087298986914
-0.43	-0.20432194646702892
-0.44	-0.195510411630271
-0.45	-0.18677171879159485
-0.46	-0.17811148051304646
-0.47000000000000003	-0.16953541901480804
-0.48	-0.16104930298670087
-0.49	-0.1526588741012208
-0.5	-0.14436976410573588
-0.51	-0.13618740404138555
-0.52	-0.12811692787433288
-0.53	-0.12016307360143566
-0.54	-0.11233008567308708
-0.55	-0.10462162332836752
-0.56	-0.09704068013952985
-0.5700000000000001	-0.08958952071540058
-0.58	-0.08226964116081653
-0.59	-0.07508176065125333
-0.6	-0.06802585260866392
-0.61	-0.061101225942732484
-0.62	-0.05430667058701705
-0.63	-0.04764068896086107
-0.64	-0.04110184986851109
-0.65	-0.03468933226394086
-0.66	-0.028403794015910977
-0.67	-0.022248861197426306
-0.68	-0.016233958467460508
-0.6900000000000001	-0.010380523437961725
-0.7000000000000001	-0.00473889219552745
