0.	3.2624036834729647e-13	0.	0.	0.
-0.05	1.7538614583468019e-12	5.254779290045569e-7	1.3069875563241156e-6	2.3540970097641746e-6
-0.1	9.37181706984577e-12	6.692885274157737e-7	1.6993238271200816e-6	3.271645172429586e-6
-0.15000000000000002	4.958991153485777e-11	7.396254638194372e-7	1.853540411274263e-6	3.5611713498919507e-6
-0.2	2.58234438378201e-10	7.97527822195913e-7	1.9620582305770456e-6	3.710948610164209e-6
-0.25	1.3103742701155223e-9	8.532552135634237e-7	2.0600387084273307e-6	3.8309297643193755e-6
-0.30000000000000004	6.3829126670977995e-9	9.085246474867831e-7	2.153640115263175e-6	3.9407102438429285e-6
-0.35000000000000003	2.9201141302970626e-8	9.636573511076149e-7	2.24419190167056e-6	4.044258106737436e-6
-0.4	1.2144765514558962e-7	1.0187364703786305e-6	2.3321779964313876e-6	4.142852244972478e-6
-0.45	4.350653074144629e-7	1.0737958533212236e-6	2.417892017353134e-6	4.237203869024283e-6
-0.5	1.2389921014272563e-6	1.128853185703565e-6	2.5015559089970205e-6	4.327830505729844e-6
-0.55	2.6634208759581753e-6	1.183917520126762e-6	2.5833491728996e-6	4.415142345580442e-6
-0.6000000000000001	4.499474893445818e-6	1.2389921014272563e-6	2.6634208759581753e-6	4.499474893445818e-6
