0.	6.188907389184067e-14	0.	0.	0.
-0.05	3.6394828732531363e-13	3.673997808141954e-7	1.053152082653809e-6	2.140232025826669e-6
-0.1	2.128427630026867e-12	4.5179683607876704e-7	1.3221926003170979e-6	2.8705590690936316e-6
-0.15000000000000002	1.233351858924768e-11	4.861248075085935e-7	1.4130068510767696e-6	3.071307371547347e-6
-0.2	7.03882780295685e-11	5.121089466807958e-7	1.4720618371885377e-6	3.165174395043094e-6
-0.25	3.9185991110348757e-10	5.364470333458318e-7	1.524315995763992e-6	3.2380338928258002e-6
-0.30000000000000004	2.097884479496048e-9	5.602462671872573e-7	1.573958260145245e-6	3.304365413587761e-6
-0.35000000000000003	1.059273543492999e-8	5.837320688004754e-7	1.6218624468628153e-6	3.366930914859432e-6
-0.4	4.92012254547583e-8	6.069820161488497e-7	1.6683409704123699e-6	3.426559442316922e-6
-0.45	2.0291400043851286e-7	6.300419375180664e-7	1.713582687083702e-6	3.4836934078772344e-6
-0.5	6.983904773686786e-7	6.52946009777744e-7	1.7577299548433752e-6	3.5386505490781745e-6
-0.55	1.843179460117852e-6	6.757214644267402e-7	1.8008973599068062e-6	3.591681421372394e-6
-0.6000000000000001	3.6429902176853514e-6	6.983904773686786e-7	1.843179460117852e-6	3.6429902176853514e-6
