0.	1.2114656292309402e-16	0.	0.	0.
-0.05	7.674366544101306e-16	4.765400270173733e-9	2.250705899496365e-8	9.31467857946861e-8
-0.1	4.8539372289575746e-15	5.653144301345805e-9	2.6678779537944533e-8	1.1040668410224317e-7
-0.15000000000000002	3.0623685577396976e-14	5.949309143531635e-9	2.8028896496801932e-8	1.1568718107724361e-7
-0.2	1.9241086465980597e-13	6.151197574875779e-9	2.8922876198640658e-8	1.1900218199629509e-7
-0.25	1.2006079385585635e-12	6.334505751139511e-9	2.9722428868062506e-8	1.2189496782095697e-7
-0.30000000000000004	7.404738580075867e-12	6.511351314431252e-9	3.0486437875713506e-8	1.2462122057023586e-7
-0.35000000000000003	4.4782703716806364e-11	6.684152451395462e-9	3.122729100988324e-8	1.2723729749484976e-7
-0.4	2.6222458646022876e-10	6.853749110708627e-9	3.194960760509408e-8	1.297652586923872e-7
-0.45	1.458483942075638e-9	7.020651374510249e-9	3.265625980623584e-8	1.322189068536125e-7
-0.5	7.508755692545858e-9	7.18524957283632e-9	3.334942975756862e-8	1.3460858473336087e-7
-0.55	3.470204811901866e-8	7.34786232580456e-9	3.403087580243e-8	1.369424949163477e-7
-0.6000000000000001	1.3922730713471692e-7	7.508755692545858e-9	3.470204811901866e-8	1.3922730713471692e-7
