9.	0.2128214913743983	0.173197137474004	0.11376060662341232
9.5	-0.0730051858173453	-0.03321914598113698	0.026459913773175386
10.	-0.2640218027984857	-0.17115798573442864	-0.0318622601383432
10.5	-0.3916236719164714	-0.26329088035673565	-0.07079169301713173
11.	-0.4767833169254686	-0.3247607061582766	-0.09672679000748849
11.5	-0.5334974973572373	-0.36567058616301973	-0.11393021937169334
12.	-0.5710877028147512	-0.39274442995089637	-0.12522952065511414
12.5	-0.5957322242770614	-0.41043206914179287	-0.13248183643888994
13.	-0.6114816122208262	-0.42164062755490034	-0.13687915055601133
13.5	-0.6209244213047458	-0.42821233335814246	-0.13914420143823739
14.	-0.6256126627899985	-0.4312273059652594	-0.13964927072815056
14.5	-0.626316891658219	-0.4311810834515004	-0.1384773711414223
15.	-0.6231528543069265	-0.4280660687277751	-0.1354358903590478
15.5	-0.6156005125190656	-0.4213702808902026	-0.1300249334469081
16.	-0.6024185704684829	-0.40999320651803917	-0.12135516059237336
16.5	-0.5814404564999762	-0.39206492031808626	-0.10800161604525102
17.	-0.5492182274402736	-0.36463874595402535	-0.08776952372465285
17.5	-0.5004558678858547	-0.3232069430823014	-0.057333555876970976
18.	-0.4271388420690764	-0.2609598193691622	-0.011691285319290867
18.5	-0.31721683226218295	-0.1676664958335547	0.05665900880938801
19.	-0.15262315983643818	-0.027993369155401487	0.1589513168661539
19.5	0.09369463712423476	0.18101610501158613	0.31199830684261365
20.	0.4622211211387014	0.4937145281779668	0.5409546387368651
20.5	1.0135269601247376	0.9614967204437775	0.8834513609223383
21.	1.838224265674961	1.6612469250170845	1.3957809140302708
