9.1	-1.0271762970327	-0.9668495478569503	-0.8763594240933252
9.6	-0.7169748162685785	-0.7428722039058129	-0.7817182853616647
10.1	-0.5098223293659683	-0.5933285114338254	-0.7185877845356112
10.6	-0.3716714475026692	-0.4936396091411228	-0.6765918515988032
11.1	-0.27981582106511893	-0.4274207223703116	-0.6488280743281005
11.6	-0.2191581452823812	-0.3837881768823319	-0.6307332242822581
12.1	-0.17972878134728676	-0.355570568347242	-0.6193332488471748
12.6	-0.15504715591513185	-0.338130077042035	-0.6127544587323899
13.1	-0.14105662013550901	-0.3286002001426451	-0.6099155701533494
13.600000000000001	-0.1354577026448731	-0.3254146160032513	-0.6103499860408188
14.1	-0.13733017060587116	-0.3280497449968768	-0.6141291065833852
14.600000000000001	-0.1469817810996683	-0.3369386944580465	-0.621874064495614
15.100000000000001	-0.1659988637917017	-0.3535424437988378	-0.6348578138095422
15.6	-0.1975070485904552	-0.38058996971735837	-0.6552143514077133
16.1	-0.24668499125316967	-0.4225267782531248	-0.6862894587530577
16.6	-0.321615532398121	-0.4862455639980716	-0.7331906113979978
17.1	-0.4346141856219158	-0.5822190869271084	-0.8036264388848975
17.6	-0.604253303785103	-0.7262214654235568	-0.9091737078812374
18.1	-0.8584146135418886	-0.9419207956097455	-1.0671800687115316
18.6	-1.2388718298316301	-1.2647692174688645	-1.3036152989247163
19.1	-1.80815654455995	-1.7478297953842001	-1.6573396716205755
